Headline,Date,Price movement
区域情绪好转 马股全日扬14点,10/07/2015,Up
KLCI rises 14.04pts on better regional sentiment,10/07/2015,Up
Stock With Momentum: Hartalega Holdings,10/07/2015,Up
"Off-Market Trades: Frontken, Multi Sports, Eco World, Alam Maritim, Salcon, Top Glove, Tadmax",09/07/2015,Down
"KLCI dips below 1,700 again",09/07/2015,Down
"Hartalega rises 4.38% on 1-for-1 bonus issue proposal, stronger US dollar",08/07/2015,Up
"HB Global, AirAsia, Yinson, TMC Life Sciences, icapital.biz, Sunway, Aeon, Sime Darby, Hartalega and Bina Darulaman",07/07/2015,Up
Top Glove rises 5.23% on strong US dollar against the ringgit,07/07/2015,Up
Careplus sees ‘interesting’ year ahead,06/07/2015,Up
Hartalega rises 2.7% as nitrile gloves lead rubber gloves’ demand,02/07/2015,Up
令吉走弱 顶级手套扬3%,30/06/2015,Up
Top Glove rises 3% on weaker ringgit,30/06/2015,Up
Kossan hits new high as investors await catalysts,25/06/2015,Down
"Asia Knight, Three-A, Integrated Rubber, Top Glove, Pentamaster, Jerasia",22/06/2015,Down
"Top Glove, Willowglen, Three-A, iDimension, Pentamaster",19/06/2015,Down
Stock With Momentum: Top Glove corporation,19/06/2015,Down
Top Glove exceeds expectations by more than 7%,19/06/2015,Down
"TNB, Tropicana, BToto, FGV, Kossan Rubber and Lysaght",18/06/2015,Up
KLCI falls 12.28pts on Tenaga,18/06/2015,Up
Kossan earmarks RM600m capex over 5 years to double capacity,18/06/2015,Up
"MAA, Harbour-Link, APFT, Top Glove, SLP, Super Enterprise",18/06/2015,Up
Top Glove’s best quarter since 2001,18/06/2015,Up
"Top Glove rises on strong 3Q earnings, dividend",18/06/2015,Up
"HLIB Research upgrades Top Glove to Buy, raises target to RM6.62",18/06/2015,Up
"Top Glove, Mudajaya, Integrated Logistics, SCGM, Felda Global Ventures, Maxis, Scanwolf, Eco World and Lysaght",18/06/2015,Up
顶级手套第三季净利涨71% 每股派息8仙,17/06/2015,Up
"Top Glove 3Q revenue up at RM661m on higher sales volume, weaker ringgit",17/06/2015,Up
"Top Glove 3Q net profit up 71% on year, pays 8 sen / share dividend",17/06/2015,Up
Supermax mulls higher dividend payout,16/06/2015,Up
Stock With Momentum: Top Glove Corporation,16/06/2015,Up
Watch out for positive surprises from Top Glove,16/06/2015,Up
Lead Story: Dragged down by negative sentiment,15/06/2015,Down
"Hwang Capital, Top Glove, Oceancash, Kimlun, Fututech, Spring Gallery, YSPSAH",15/06/2015,Down
Rubber glove sector remains bullish on capacity expansion,15/06/2015,Down
Odds are stacked against move by rubber producers,12/06/2015,Up
Top Glove grows property investments,10/06/2015,Down
Better prospects for Top Glove,10/06/2015,Down
令吉走弱 高产尼品、顶级手套走高,04/06/2015,Down
"Kossan, Top Glove among Bursa top gainers on weaker ringgit",04/06/2015,Down
"Off-Market Trades: Bertam Alliance, Kanger International, Top Glove, YNH Property",04/06/2015,Down
"Utusan, MRCB, Oriental Food, Scomi, Kossan Rubber, Aeon, Alam Maritim, YTL Power, YTL Corp, Puncak Niaga, Perdana Petroleum, PPB, KNM, UEM Sunrise, Petron Malaysia, Econpile and Menang Corp",21/05/2015,Down
"Top Glove, Gas Malaysia, PetChem, Benalec, Daibochi, Asia Poly, Brahim's, MBSB and TNB",07/05/2015,Up
Top Glove's unit buys commercial plot from Century Logistics for RM20.26m,07/05/2015,Up
Hartalega posts RM54.9m net profit for 4QFY15,07/05/2015,Up
"Tune Ins, Wing Tai, KLCC Stapled Group, Hartalega, MAHB, F&N, CBIP, Three-A and Handal Resources",05/05/2015,Down
Careplus to keep high stock valuation in check,05/05/2015,Down
Uninspiring earnings trend to reverse in 2016,05/05/2015,Down
"Malaysian shares seen tracking US losses; firmer ringgit, Tenaga in spotlight",28/04/2015,Down
"Malton, Daya Materials, Compugates, Icon Offshore, MISC, Bina Puri, Supermax, Kamdar, EPMB, UEM Edgenta, Bintai Kinden, Teo Seng",24/04/2015,Up
Supermax confirms diversification into contact lens biz,24/04/2015,Up
NorthCape re-emerges as substantial shareholder in Top Glove,23/04/2015,Down
Top Glove unit offers to acquire land,22/04/2015,Up
"Sunsuria, AEON Credit, IGB, Ecofirst, Emas Kiara, Top Glove, Nexgram, Nestle, Axis REIT, See Hup, Jobstreet, Suiwah, Hovid and Bioalpha",20/04/2015,Down
Top Glove unit buys 1.5 acres Bukit Raja land for RM20.26m,20/04/2015,Down
Investor sentiment seen improving,20/04/2015,Down
"Insider Moves: RCE Capital, Cempaka Empayar, Indah Pusaka, DGB Asia, A&M Realty and ES Ceramics Technology",15/04/2015,Down
Insider Asia’s Stock Of The Day: Kossan Rubber Industries,14/04/2015,Up
Insider Asia’s Stock Of The Day: Kossan,13/04/2015,Down
Overcapacity not a concern for glove makers,09/04/2015,Up
Glove manufacturers likely to continue NBR expansion,09/04/2015,Up
MIDF Research lowers FY2015 KLCI aggregate earnings to RM70.66b,08/04/2015,Up
AffinHwang Capital maintains Overweight on rubber gloves sector,08/04/2015,Up
Tougher market in 2Q — analysts,03/04/2015,Down
GST to level the field for ES Ceramics,30/03/2015,Down
EPF ceases to be Top Glove's substantial shareholder,26/03/2015,Down
"Top Gloves’ 1H earnings driven by lower material cost, efficiency",20/03/2015,Up
Top Glove keen on M&A to up capacity,19/03/2015,Up
"Hong Leong Cap, PNE PCB, Golden Land, Glomac, Visdynamics, BToto, EA Holdings, iCapital.biz, Top Glove and Integrax",18/03/2015,Down
"Top Glove 2Q net profit up 35% on year, revenue higher at RM572m",18/03/2015,Down
"Top Glove 2Q net profit up 35% on year, 1H profit higher at RM105m",18/03/2015,Down
Supermax to diversify into contact lenses,16/03/2015,Down
"Malaysian shares to take cue from US stocks, ringgit",12/03/2015,Down
Output capacity to be absorbed by resilient global demand,09/03/2015,Up
"Tong’s Momentum Portfolio - March 4, 2015",04/03/2015,Up
Uninspiring 4Q earnings limit KLCI’s gains,03/03/2015,Down
"Tong’s Momentum Portfolio - March 2, 2015",02/03/2015,Down
"Tong’s Momentum Portfolio - Feb 27, 2015",27/02/2015,Down
"Tong’s Momentum Portfolio - Feb 26, 2015",26/02/2015,Up
Stocks With Momentum: TOP Glove,26/02/2015,Up
Maybank IB issues call warrants over export-driven industries,13/02/2015,Down
Glovemakers compete on cost efficiencies,05/02/2015,Down
Public Investment ups Kossan TP to RM5.90,05/02/2015,Down
"Insider Moves: APM Automotive, ETI Tech Corp, Destini, Jiankun International, Sumatec Resources, Masterskill, Top Glove and Gunung Capital",04/02/2015,Down
"Foreign selling of Malaysian equities done with, says Maybank IB",29/01/2015,Up
"Nay to mandatory use of MyEG, Bestinet for foreign worker procedures - ACCCIM",28/01/2015,Up
Rubber gloves counters mixed despite CIMB's upgrade,26/01/2015,Up
"CIMB Research upgrades Rubber Glove sector to Overweight, top pick Kossan",26/01/2015,Up
KLCI to have more upside vibes,24/01/2015,#N/A
Supermax soars 9.5% as new plants pique interest,21/01/2015,Up
KLCI to tread lower next week on external concerns,17/01/2015,#N/A
Australian fund Northcape emerges as Top Glove substantial shareholder,15/01/2015,Down
"Hartalega, Kossan to have strongest earnings growth",14/01/2015,Up
Top Glove targeting 30% of global market by 2020,12/01/2015,Up
Maybank IB’s top picks for 2015,12/01/2015,Up
Unlisted & Unlimited: The hand behind the top glovemakers,09/01/2015,Down
Top Glove keeps 10% FY15 net profit growth target,09/01/2015,Down
Hong Leong ups Top Glove TP,09/01/2015,Down
"Top Glove, CIMB, RHBCap, MRCB, Quill Capita, GDEX, Ge-Shen, IFCA MSC, KSL, AmFIRST REIT, IRCB and REDTone",08/01/2015,Up
Top Glove keeps 10% net profit and revenue growth target for FY15,08/01/2015,Up
‘Neutral’ stance on rubber products sector,06/01/2015,Down
Price war to squeeze nitrile glove margins this year,05/01/2015,Up
"JF Apex Research lowers end-2015 KLCI target to 1,720 points",02/01/2015,Up
Rubber as resilient as ever,02/01/2015,Up
"RHB Research maintains Overweight on rubber products; Hartalega, Kossan top picks",31/12/2014,Up
"Off-Market Trades: Perduren, Top Glove Corp, Lee Swee Kiat, Jiankun International and Global Oriental",26/12/2014,Down
KLCI to continue rebound in line with better global sentiment,20/12/2014,#N/A
Top Glove’s weaker 1Q results due to lower selling prices,17/12/2014,Up
"HLIB Research maintains Hold on Top Glove, target price RM4.56",17/12/2014,Up
"Top Glove 1Q net profit falls 3% on year to RM49m, revenue lower at RM568m",16/12/2014,Down
"Top Glove 1Q net profit falls 3% on year to RM49m, revenue lower at RM568m",16/12/2014,Down
Supermax rebounds after plunging 16.5% as chief faces insider trading charge,16/12/2014,Down
Supermax shares fall 11% after chairman/MD charged for insider trading,15/12/2014,Down
Special Report - Asean Rising: Going regional,11/12/2014,Down
"MIDF Research maintains end-2015 KLCI target of 1,970",11/12/2014,Down
Rising headwinds may weigh on glove sector,09/12/2014,Up
"Top Glove, Hartalega sport uptrend as ringgit, oil price weakens",08/12/2014,Down
HLIB Research maintains “Neutral” on rubber products sector,04/12/2014,Down
Malaysian glove sector ripe for re-rating - AllianceDBS,02/12/2014,Down
Hartalega named one of Malaysia’s preferred employers,25/11/2014,Down
Supermax slips 4.7% on weak 3Q results,10/11/2014,Down
"Palm oil counters, Sunway, ML Global, Supermax, Perwaja and Kinsteel",07/11/2014,Down
"Careplus up 4% after Edge Research says Ebola, weaker RM may boost stock",03/11/2014,Down
KLCI pares gains as regional markets fall,30/10/2014,Up
"Rubber glove makers poised for re-rating, says Kenanga IB Research",30/10/2014,Up
KLCI’s gains capped by profit taking,30/10/2014,Up
"KLCI retreats in line with regional, US markets",30/10/2014,Up
"Gas Malaysia, Gamuda, MMC Corp, WCT Holdings, HeiTech Padu, George Kent",29/10/2014,Down
Insider Asia’s Stock Pick: Supermax Corp,24/10/2014,Up
Malaysia's automation incentives draw mixed feelings from manufacturers,17/10/2014,Up
"Alliance maintains 'hold' call on Top Glove, lowers TP to RM4.05",17/10/2014,Up
Top Glove to have capex of over RM150 million in 2015,17/10/2014,Up
"AllianceDBS downgrades Top Glove earnings forecast, lowers TP to RM4.05",17/10/2014,Up
Top Glove allocates RM150 mln for capex in 2015,16/10/2014,Up
Top Glove allocates over RM150 mln for capex in 2015,16/10/2014,Up
Top Glove’s FY14 net profit within expectations,16/10/2014,Up
Top Glove shares ease after reporting lower 4Q net profit,15/10/2014,Down
Insider Asia’s Stock Pick: Kossan Rubber Industries,15/10/2014,Down
"Top Glove 4Q net profit falls, pays 9 sen dividend",15/10/2014,Down
Top Glove shares fall 0.8% on lower FY14 net profit,15/10/2014,Down
TA downgrades Top Glove TP to RM4.70,15/10/2014,Down
"Top Glove 4Q net profit falls 5% on-year, full year profit lower at RM180m",14/10/2014,Down
"Top Glove 4Q net profit falls 5% on year to RM46m, full-year profit lower at RM180m",14/10/2014,Down
Kossan aims for RM2 billion turnover by FY2015,13/10/2014,Down
"Kossan, Supermax gain on US Ebola case, technical rebound",13/10/2014,Down
‘Budget 2015 is moderately expansionary’,13/10/2014,Down
Reactions from industry captains,10/10/2014,Up
"Ireka, CAB Cakaran, KPS Consortium, Bina Puri, Seacera and Supermax",08/10/2014,Up
"First Ebola case in US, glove orders may surge",07/10/2014,Down
Impact of slow adoption of Top Glove’s nitrile gloves catches up,03/10/2014,Up
"Glove makers mixed reaction to US Ebola scare; Top Glove, Supermax buck KLCI decline",02/10/2014,Down
"Top Glove’s FY14F-FY16F earnings growth to be subdued, says AmResearch",02/10/2014,Down
"XingHe, Halex, Daya Materials, Hartelega, Axiata, Dayang Enterprise, Tomypak",01/10/2014,Up
Kossan rises 3% after MoU with Chinese uni,22/09/2014,Down
Kossan confident of profit forecast,15/09/2014,Up
#Brokers Digest* Local Equities,30/06/2014,Down
Nitrile prices expected to increase in line with higher crude oil prices,27/06/2014,Up
Nitrile prices expected to increase in line with higher crude oil prices,27/06/2014,Up
Higher nitrile glove prices possible on costlier crude oil,26/06/2014,Up
Stiff competition may reduce Top Glove’s margins,19/06/2014,Up
Stiff competition may reduce Top Glove’s margins,19/06/2014,Up
Top Glove expects flat profit growth in FY14,18/06/2014,Up
Top Glove expects flat profit growth in FY14,18/06/2014,Up
"RHB Research maintains Buy on Top Glove, cuts fair value to RM5.06",18/06/2014,Up
"Stocks To Watch: Oil/gas stocks, plantations, Btoto, Top Glove, Lafarge, MBM, Narra, Time Eng",17/06/2014,Down
"#Stocks To Watch* Oil/gas stocks, plantations, Btoto, Top Glove, Lafarge, MBM, Narra, Time Eng",17/06/2014,Down
"Stocks To Watch: Oil/gas stocks, plantations, Btoto, Top Glove, Lafarge, MBM, Narra, Time Eng",17/06/2014,Down
"Stocks To Watch: Oil/gas stocks, plantations, Btoto, Top Glove, Lafarge, MBM, Narra, Time Eng",17/06/2014,Down
"Highlight: Top Glove to lower prices if glove supply exceeds demand, says chairman",17/06/2014,Down
"#Highlight* Top Glove to lower prices if glove supply exceeds demand, says chairman",17/06/2014,Down
"Highlight: Top Glove to lower prices if glove supply exceeds demand, says chairman",17/06/2014,Down
"Highlight: Top Glove to lower prices if glove supply exceeds demand, says chairman",17/06/2014,Down
"Highlight: Top Glove 3Q profit up 5.2% yoy, declares 7 sen dividend",17/06/2014,Down
"#Highlight* Top Glove 3Q profit up 5.2% yoy, declares 7 sen dividend",17/06/2014,Down
"Highlight: Top Glove 3Q profit up 5.2% yoy, declares 7 sen dividend",17/06/2014,Down
"Highlight: Top Glove 3Q profit up 5.2% yoy, declares 7 sen dividend",17/06/2014,Down
Flash: Top Glove 3Q net profit rises 5.2% yoy to RM42.4m,17/06/2014,Down
#Flash* Top Glove 3Q net profit rises 5.2% yoy to RM42.4m,17/06/2014,Down
"#Noon Market* Iraq tension dampens sentiment, KLCI dips slightly",17/06/2014,Down
#Mid-Morning Market* KLCI slips as US says considering air strike on Iraq,17/06/2014,Down
Top Glove’s earnings rebound to take time,17/06/2014,Down
Top Glove’s earnings rebound to take time,17/06/2014,Down
"Top Glove downgraded by Maybank on dim outlook, strong ringgit",16/06/2014,Down
"Weak sales volume, compressed margins in glove sector",16/06/2014,Down
"Weak sales volume, compressed margins in glove sector",16/06/2014,Down
CIMB appointed to arrange UK’s first sukuk,16/06/2014,Down
CIMB appointed to arrange UK’s first sukuk,16/06/2014,Down
"#Stocks To Watch* CIMB, Ideal Jacobs, Top Glove, Ire-Tex, UOA Development",13/06/2014,Down
"Stocks To Watch: CIMB, Ideal Jacobs, Top Glove, Ire-Tex, UOA Development",13/06/2014,Down
"Stocks To Watch: CIMB, Ideal Jacobs, Top Glove, Ire-Tex, UOA Development",13/06/2014,Down
"Stocks To Watch: CIMB, Ideal Jacobs, Top Glove, Ire-Tex, UOA Development",13/06/2014,Down
AllianceDBS downgrades Top Glove as huge capacity deemed a damper to product mix,13/06/2014,Down
"Stocks To Watch: IJM Corp, IJM Land, KLK, IOI Corp, Top Glove",09/06/2014,Up
"#Stocks To Watch* IJM Corp, IJM Land, KLK, IOI Corp, Top Glove",09/06/2014,Up
"Stocks To Watch: IJM Corp, IJM Land, KLK, IOI Corp, Top Glove",09/06/2014,Up
"Stocks To Watch: IJM Corp, IJM Land, KLK, IOI Corp, Top Glove",09/06/2014,Up
Affin IB Research ups Kossan target price on higher 1Q earnings,26/05/2014,Down
#Brokers Digest* Local Equities,18/05/2014,#N/A
Hartalega’s margins may improve after NGC begins operations,08/05/2014,Up
Hartalega’s margins may improve after NGC begins operations,08/05/2014,Up
#Hot Stock* Hartalega falls 2.3% on dismal 4Q profit,07/05/2014,Up
Hot Stock: Hartalega falls 2.3% on dismal 4Q profit,07/05/2014,Up
Hot Stock: Hartalega falls 2.3% on dismal 4Q profit,07/05/2014,Up
Margin squeeze pushes Hartalega’s 4Q net profit lower,07/05/2014,Up
Margin squeeze pushes Hartalega’s 4Q net profit lower,07/05/2014,Up
Hartalega’s sales volume forecast to grow by 15% in 4Q,05/05/2014,Up
Hartalega’s sales volume forecast to grow by 15% in 4Q,05/05/2014,Up
Top Glove to continue to face challenges,05/05/2014,Up
Top Glove to continue to face challenges,05/05/2014,Up
"CIMB Research maintains Hold on Top Glove, cuts target price to RM4.83",02/05/2014,Down
Hartalega’s 4QFY14 net profit likely to be 12%-16% weaker,23/04/2014,Up
Hartalega’s 4QFY14 net profit likely to be 12%-16% weaker,23/04/2014,Up
"RHB Research upgrades Top Glove to Buy, fair value RM5.67",23/04/2014,Up
#Lead Story* Ample liquidity to drive domestic market,20/04/2014,#N/A
"TA cuts Top Glove TP to RM4.60 on oversupply, higher operating costs",16/04/2014,Down
#Exclusive* Kossan says effect of water cut on company “subdued”,15/04/2014,Down
Exclusive: Kossan says effect of water cut on company “subdued”,15/04/2014,Down
