original,Headline,date,Price movement 
"KLCI stays above 1,860-level as banking stocks lift","KLCI stays above 1,860-level as banking stocks lift",22/03/2018,Down
"KLCI extends gains in early trade, select blue chips lift","KLCI extends gains in early trade, select blue chips lift",21/03/2018,Up
KLCI stays in the red on negative market breadth,KLCI stays in the red on negative market breadth,20/03/2018,Up
"KLCI pares loss, remains in red in line with region","KLCI pares loss, remains in red in line with region",20/03/2018,Up
KLCI drifts lower in line with regional fall,KLCI drifts lower in line with regional fall,20/03/2018,Up
"Top Glove trending sideways, says AllianceDBS Research","Top Glove trending sideways, says AllianceDBS Research",20/03/2018,Up
KLCI pares gains as regional markets slip into red,KLCI pares gains as regional markets slip into red,19/03/2018,Up
Top Glove earnings to gain pace on capacity expansion,Top Glove earnings to gain pace on capacity expansion,19/03/2018,Up
The Edge Citigold Wealth Forum 2018,The Edge Citigold Wealth Forum 2018,19/03/2018,Up
Top Glove adds RM100m to capex to set up factory in Vietnam,Top Glove adds RM100m to capex to set up factory in Vietnam,16/03/2018,Down
NEWS: Top Glove inks US$310m loan deal for Aspion,NEWS: Top Glove inks US$310m loan deal for Aspion,16/03/2018,Down
NEWS: Top Glove to invest RM100m in Vietnam,NEWS: Top Glove to invest RM100m in Vietnam,16/03/2018,Down
"KLCI down 0.19%, Maybank and key blue chips weigh","KLCI down 0.19%, Maybank and key blue chips weigh",16/03/2018,Down
Top Glove secures US$310m syndicated loan facility,Top Glove secures US$310m syndicated loan facility,16/03/2018,Down
Top Glove earnings accretion seen from Aspion acquisition,Top Glove earnings accretion seen from Aspion acquisition,16/03/2018,Down
Top Glove 2Q net profit up 31% on higher sales volume,Top Glove 2Q net profit up 31% on higher sales volume,15/03/2018,Down
Top Glove 2Q net profit up 31% on year at RM109m,Top Glove 2Q net profit up 31% on year at RM109m,15/03/2018,Down
EVENING 5: Ringgit to hit 3.80 “in the near term”,EVENING 5: Ringgit to hit 3.80 “in the near term”,15/03/2018,Down
EVENING 5: Ringgit to hit 3.80 “in the near term”,EVENING 5: Ringgit to hit 3.80 “in the near term”,15/03/2018,Down
"KLCI pauses in line with region, hovers above 1,860-level","KLCI pauses in line with region, hovers above 1,860-level",13/03/2018,Down
China vinyl disruption expected to drive demand for rubber gloves,China vinyl disruption expected to drive demand for rubber gloves,13/03/2018,Down
"KLCI pares loss, tracks stalled regional markets","KLCI pares loss, tracks stalled regional markets",13/03/2018,Down
"Ekovest, UMW-OG, BAuto, Econpile, MAHB, Ho Hup, KSL, Nexgram, T7, Kossan, Poh Kong and Sedania","Ekovest, UMW-OG, BAuto, Econpile, MAHB, Ho Hup, KSL, Nexgram, T7, Kossan, Poh Kong and Sedania",12/03/2018,Up
Newsbreak: Top Glove in talks for funding,Newsbreak: Top Glove in talks for funding,12/03/2018,Up
Hartalega to increase annual glove output to 32b pieces,Hartalega to increase annual glove output to 32b pieces,12/03/2018,Up
"The Week Ahead: POC2018, China’s economic targets in the spotlight","The Week Ahead: POC2018, China’s economic targets in the spotlight",12/03/2018,Up
"KLCI tracks regional rally, jumps 0.84%","KLCI tracks regional rally, jumps 0.84%",12/03/2018,Up
Super big-cap rally adds RM35b market capitalisation to Bursa,Super big-cap rally adds RM35b market capitalisation to Bursa,12/03/2018,Up
Limited gains for KLCI despite regional rally,Limited gains for KLCI despite regional rally,09/03/2018,Up
"KLCI ticks higher, gains seen limited","KLCI ticks higher, gains seen limited",09/03/2018,Up
Top Glove shareholders okay RM1.37b Aspion buy,Top Glove shareholders okay RM1.37b Aspion buy,08/03/2018,Up
Top Glove wants to trim dependency on foreign workers,Top Glove wants to trim dependency on foreign workers,07/03/2018,Down
KLCI drifts lower on re-emerging fears of trade war,KLCI drifts lower on re-emerging fears of trade war,07/03/2018,Down
"KLCI up 0.17% at noon, select blue chips lift","KLCI up 0.17% at noon, select blue chips lift",01/03/2018,Down
"KLCI reverses earlier loss, climbs 0.15%","KLCI reverses earlier loss, climbs 0.15%",01/03/2018,Down
"Insider Moves: Naim Indah Corp Bhd, Top Glove Corp Bhd, Asia Brands Bhd, Ornapaper Bhd","Insider Moves: Naim Indah Corp Bhd, Top Glove Corp Bhd, Asia Brands Bhd, Ornapaper Bhd",27/02/2018,Down
Limited gains for KLCI as region turns cautious,Limited gains for KLCI as region turns cautious,26/02/2018,Up
The big-cap rally,The big-cap rally,26/02/2018,Up
"KLCI poised to end week on positive note, Public Bank lifts","KLCI poised to end week on positive note, Public Bank lifts",23/02/2018,Up
Top Glove hits record high of RM9.98,Top Glove hits record high of RM9.98,23/02/2018,Up
KLCI rises in line with regional rebound,KLCI rises in line with regional rebound,23/02/2018,Up
KLCI dips as overnight fall at Wall St weighs,KLCI dips as overnight fall at Wall St weighs,21/02/2018,Down
Synchronised earnings growth still missing,Synchronised earnings growth still missing,20/02/2018,Up
KLCI notches up limited gains in line with region,KLCI notches up limited gains in line with region,14/02/2018,Up
KLCI rebounds 0.55% as sentiment stabilises,KLCI rebounds 0.55% as sentiment stabilises,12/02/2018,Up
"Regional IPO market to accelerate in 2018, says SGX","Regional IPO market to accelerate in 2018, says SGX",12/02/2018,Up
"Hartalega seen to achieve higher sales volume, margin in FY19","Hartalega seen to achieve higher sales volume, margin in FY19",08/02/2018,Up
"Hartalega announces dividend, bonus issue as 3Q profit jumps","Hartalega announces dividend, bonus issue as 3Q profit jumps",07/02/2018,Up
"Hartalega announces dividend, bonus issue, as 3Q profit jumps on stronger sales","Hartalega announces dividend, bonus issue, as 3Q profit jumps on stronger sales",06/02/2018,Up
Kenanga issues 12 new structural call warrants,Kenanga issues 12 new structural call warrants,30/01/2018,Up
Malaysia stocks close lower on profit-taking,Malaysia stocks close lower on profit-taking,30/01/2018,Up
Coffee Break: Let the workers have February!,Coffee Break: Let the workers have February!,29/01/2018,Down
Rubber glove stocks active after UOB Kay Hian's advise to take profit,Rubber glove stocks active after UOB Kay Hian's advise to take profit,29/01/2018,Down
Cover Story: Exporters weigh in,Cover Story: Exporters weigh in,25/01/2018,Up
Cover Story: Riding Malaysia’s export heroes,Cover Story: Riding Malaysia’s export heroes,25/01/2018,Up
"KLCI breaches 1,840 level but sentiment stays skittish","KLCI breaches 1,840 level but sentiment stays skittish",25/01/2018,Up
KLCI steadies as select blue chips lift,KLCI steadies as select blue chips lift,25/01/2018,Up
Skittish start for KLCI ahead of Bank Negara MPC meet today,Skittish start for KLCI ahead of Bank Negara MPC meet today,25/01/2018,Up
Rubber glove makers expected to add 18.75 billion pieces in 2018,Rubber glove makers expected to add 18.75 billion pieces in 2018,24/01/2018,Down
FBM KLCI up at intraday high after US deal to end shutdown,FBM KLCI up at intraday high after US deal to end shutdown,23/01/2018,Up
Top Glove says M&A could bring double-digit growth,Top Glove says M&A could bring double-digit growth,23/01/2018,Up
KLCI slips on lack of fresh catalysts,KLCI slips on lack of fresh catalysts,23/01/2018,Up
EVENING 5: Najib: 1MDB’s failings a “valid” concern,EVENING 5: Najib: 1MDB’s failings a “valid” concern,23/01/2018,Up
EVENING 5: Najib: 1MDB’s failings a “valid” concern,EVENING 5: Najib: 1MDB’s failings a “valid” concern,23/01/2018,Up
KLCI reverses gains as regional markets pull back,KLCI reverses gains as regional markets pull back,22/01/2018,Up
KLCI ticks up as key blue chips lift,KLCI ticks up as key blue chips lift,19/01/2018,Up
"FRIDAY TAKEAWAY: Top Glove bounces, UMWOG flatlines","FRIDAY TAKEAWAY: Top Glove bounces, UMWOG flatlines",19/01/2018,Up
"FRIDAY TAKEAWAY: Top Glove bounces, UMWOG flatlines","FRIDAY TAKEAWAY: Top Glove bounces, UMWOG flatlines",19/01/2018,Up
KLCI down 0.26% as sentiment turns bearish,KLCI down 0.26% as sentiment turns bearish,18/01/2018,Down
KLCI pares loss but sentiment stays bearish,KLCI pares loss but sentiment stays bearish,17/01/2018,Up
KLCI dips 0.19% in line with regional pullback,KLCI dips 0.19% in line with regional pullback,17/01/2018,Up
"The Week Ahead: Focus on IPI data, retail sales, US economic data","The Week Ahead: Focus on IPI data, retail sales, US economic data",15/01/2018,Down
Top Glove up 2% on Aspion acquisition,Top Glove up 2% on Aspion acquisition,15/01/2018,Down
"KLCI starts week on positive note, stays well above 1,800 support level","KLCI starts week on positive note, stays well above 1,800 support level",15/01/2018,Down
CIMB IB Research raises target price for Top Glove to RM10,CIMB IB Research raises target price for Top Glove to RM10,15/01/2018,Down
"KLCI to start week on positive note, ringgit and crude oil to stay in focus","KLCI to start week on positive note, ringgit and crude oil to stay in focus",15/01/2018,Down
"AirAsia X, AirAsia, Top Glove, G Neptune, T7 Global, Paramount Corp, Axiata Group and Hovid","AirAsia X, AirAsia, Top Glove, G Neptune, T7 Global, Paramount Corp, Axiata Group and Hovid",12/01/2018,Down
Top Glove to buy 2 more companies this year; targets 4 more in 2019,Top Glove to buy 2 more companies this year; targets 4 more in 2019,12/01/2018,Down
Top Glove finalises acquisition of Aspion for RM1.37b,Top Glove finalises acquisition of Aspion for RM1.37b,12/01/2018,Down
Top Glove says buying Aspion for RM1.37 bil,Top Glove says buying Aspion for RM1.37 bil,12/01/2018,Down
EVENING 5: Top Glove buys Aspion for RM1.37 bil,EVENING 5: Top Glove buys Aspion for RM1.37 bil,12/01/2018,Down
EVENING 5: Top Glove buys Aspion for RM1.37 bil,EVENING 5: Top Glove buys Aspion for RM1.37 bil,12/01/2018,Down
"KLCI pares gains, stays firmly above 1,800-level","KLCI pares gains, stays firmly above 1,800-level",12/01/2018,Down
"LBS Bina, Ta Ann, R&A, Uzma, Atlan, Amtek, HLT Global, CIMB and BAssets","LBS Bina, Ta Ann, R&A, Uzma, Atlan, Amtek, HLT Global, CIMB and BAssets",11/01/2018,Up
KLCI falls 0.41% in line with drop at regional markets,KLCI falls 0.41% in line with drop at regional markets,11/01/2018,Up
"KLCI remains in positive zone, gains seen limited","KLCI remains in positive zone, gains seen limited",10/01/2018,Down
"KLCI resumes uptrend, oil and gas stocks in focus","KLCI resumes uptrend, oil and gas stocks in focus",10/01/2018,Down
"KLCI takes a breather, stays above 1,830-level","KLCI takes a breather, stays above 1,830-level",09/01/2018,Up
Strong ringgit may bring little cheer to Malaysian exporters,Strong ringgit may bring little cheer to Malaysian exporters,08/01/2018,Down
Glove stocks climb on expectations of strong demand,Glove stocks climb on expectations of strong demand,05/01/2018,Up
FBM KLCI up 10.66 points on Malaysia election-thematic stock run,FBM KLCI up 10.66 points on Malaysia election-thematic stock run,04/01/2018,Up
"Top Glove, Hartalega up as FBM KLCI breaches 1,800 points","Top Glove, Hartalega up as FBM KLCI breaches 1,800 points",04/01/2018,Up
Capital: The Edge Best Call Awards 2017,Capital: The Edge Best Call Awards 2017,04/01/2018,Up
KLCI rises to one-year high amid heavy trading volume,KLCI rises to one-year high amid heavy trading volume,04/01/2018,Up
Capital: Bulls reigned on the back of global economic recovery,Capital: Bulls reigned on the back of global economic recovery,03/01/2018,Up
Factors that swing the market,Factors that swing the market,02/01/2018,Down
Capital: Super Big Caps: Press Metal tops the super big caps,Capital: Super Big Caps: Press Metal tops the super big caps,01/01/2018,#N/A
Being human: Five events in 2017 that left a deep mark,Being human: Five events in 2017 that left a deep mark,29/12/2017,Down
"KLCI opens higher, oil & gas stocks still in focus","KLCI opens higher, oil & gas stocks still in focus",29/12/2017,Down
"Affin Hwang Capital downgrades Hartalega, raises target to RM9.30","Affin Hwang Capital downgrades Hartalega, raises target to RM9.30",28/12/2017,Up
"KLCI hovers above 1,760 level as oil and gas stocks advance","KLCI hovers above 1,760 level as oil and gas stocks advance",27/12/2017,Up
"KLCI retreats but holds position above 1,750 level","KLCI retreats but holds position above 1,750 level",26/12/2017,Down
'Big 3' glove makers down after running ahead of fundamentals,'Big 3' glove makers down after running ahead of fundamentals,21/12/2017,Down
KLCI pares gains as mild profit taking emerges,KLCI pares gains as mild profit taking emerges,21/12/2017,Down
Bright prospects for glove sector as healthcare expands globally,Bright prospects for glove sector as healthcare expands globally,21/12/2017,Down
Positive outlook expected for Top Glove,Positive outlook expected for Top Glove,21/12/2017,Down
"KLCI ticks higher, hovers around 1,750-level","KLCI ticks higher, hovers around 1,750-level",21/12/2017,Down
"KLCI rises 0.69%, toys with 1,750 level","KLCI rises 0.69%, toys with 1,750 level",20/12/2017,Down
Top three glove makers advance on bright prospects,Top three glove makers advance on bright prospects,20/12/2017,Down
Top Glove continues ascend to hit fresh peak on strong 1Q earnings,Top Glove continues ascend to hit fresh peak on strong 1Q earnings,20/12/2017,Down
KLCI rebounds 0.49% as buying gains traction,KLCI rebounds 0.49% as buying gains traction,20/12/2017,Down
"Market has fully priced in glove sector’s fundamentals, says AmInvestment Research","Market has fully priced in glove sector’s fundamentals, says AmInvestment Research",20/12/2017,Down
CIMB IB Research raises target price for Top Glove to RM7.92,CIMB IB Research raises target price for Top Glove to RM7.92,20/12/2017,Down
FBM KLCI down 14.69pts as glove makers top Bursa gainers,FBM KLCI down 14.69pts as glove makers top Bursa gainers,19/12/2017,Up
